"key","message","comment","context"
"Nom en Arab","النسب بالعربية",,"java\com\gestion\eleves\service\EleveInternatService.java:88
resources\domains\Eleve.xml:14
resources\domains\EleveInternat.xml:13"
"Nom en Français","النسب بالفرنسية",,"resources\domains\Eleve.xml:16
resources\domains\EleveInternat.xml:15"
"Nom en Franأ§ais",,,"java\com\gestion\eleves\service\EleveInternatService.java:94"
"Nomar Tuteur","اسم الولي",,"java\com\gestion\eleves\service\EleveInternatService.java:145"
"Non inscrit","غير ملتحق",,"java\com\gestion\eleves\service\EleveInternatService.java:314
resources\views\Eleve.xml:279
resources\views\EleveInternat.xml:164"
"Note","النقطة",,"resources\domains\NotesEleve.xml:14"
"Notes","النقط",,"resources\domains\Eleve.xml:98
resources\domains\Gestioneleves.xml:16
resources\views\Eleve.xml:148
resources\views\ImportExDataMassar.xml:70"
"Notes élèves","نقط التلاميذ",,"resources\views\Menu.xml:22"
"Nouvel élève","تلميذ جديد",,"resources\views\Gestioneleves.xml:159
resources\views\Gestioneleves.xml:366
resources\views\Gestioneleves.xml:436
resources\views\Gestioneleves.xml:65"
"Numero Bourse","رقم المنحة",,"java\com\gestion\eleves\service\EleveInternatService.java:118
resources\domains\EleveInternat.xml:24"
"Numero Internat","رقم الداخلية",,"java\com\gestion\eleves\service\EleveInternatService.java:127
resources\domains\EleveInternat.xml:27"
"Numero avis","رقم الاشعار",,"resources\domains\Avisabsence.xml:9"
"Numero certificat quittant","رقم شهادة المغادرة",,"resources\domains\Eleve.xml:85"
"Numero demand quittant","رقم الطلب",,"resources\domains\Eleve.xml:86"
"Numero env demand quittant","رقم الارسال",,"resources\domains\Eleve.xml:88"
"Numerosuivimedical","رقم التتبع الطبي",,"resources\domains\SuiviMedical.xml:9"
"Numéro Transaction",,,"resources\domains\TypeArticle.xml:10"
"N°","رت",,"resources\domains\Eleve.xml:18"
"Nآ°",,,"java\com\gestion\eleves\service\ArticleService.java:78
java\com\gestion\eleves\service\EleveInternatService.java:78"
"Observation","ملاحظات",,"resources\domains\Cahierjournalier.xml:14
resources\domains\NotesEleve.xml:15
resources\domains\RapportjournalierInternat.xml:9"
"Observation reption","ملاحظات حول الوافد",,"resources\domains\Eleve.xml:80"
"Operation Journal",,,"resources\views\OperationJournalier.xml:7"
"OperationJournal",,,"resources\views\OperationJournalier.xml:16"
"Opérations Articles",,,"resources\domains\Cahierjournalier.xml:19"
"Ordre","رت",,"resources\domains\Article.xml:8
resources\domains\TypeArticle.xml:8
resources\views\Eleve.xml:161"
"Ordre Classe","الترتيب في القسم",,"java\com\gestion\eleves\service\EleveInternatService.java:100
resources\domains\EleveInternat.xml:17"
"Ordre Internat","الترتيب في الداخلية",,"resources\domains\EleveInternat.xml:28"
"PDF",,,"resources\views\Gestioneleves.xml:669"
"Paramètres","اعدادات",,"resources\views\Menu.xml:121"
"Paramétres","إعدادات",,"resources\views\Menu.xml:40
resources\views\Menu.xml:85"
"Pensionnaires",,,"resources\views\PersonnesnourriesJournalier.xml:25"
"Pere","الاب",,"resources\views\Eleve.xml:114"
"Perime",,,"resources\domains\OperationJournalier.xml:14"
"Personnes nourries Journalier",,,"resources\views\PersonnesnourriesJournalier.xml:15"
"Personnes nourries Journalier Journal",,,"resources\views\PersonnesnourriesJournalier.xml:7"
"Petit déjeuner","الفطور",,"resources\domains\AbsenceeleveInternat.xml:12
resources\domains\Cahierjournalier.xml:15
resources\domains\MenuHebdomadaire.xml:16
resources\domains\MenuHebdomadaire.xml:20
resources\domains\MenuHebdomadaire.xml:24
resources\domains\MenuHebdomadaire.xml:28
resources\domains\MenuHebdomadaire.xml:32
resources\domains\MenuHebdomadaire.xml:36
resources\domains\MenuHebdomadaire.xml:40
resources\domains\OperationJournalier.xml:8
resources\domains\PersonnesnourriesJournalier.xml:8"
"Photo","صورة المدخل أو شعار المؤسسة",,"resources\domains\Eleve.xml:12
resources\domains\EleveInternat.xml:11"
"Piece Joindre","المرفقات",,"resources\domains\PieceJointEleve.xml:9
resources\domains\PieceJointEleveInternat.xml:9"
"Piece joint eleves","مرفقات التلاميذ ",,"resources\domains\Eleve.xml:100"
"Piece joint eleves internat","مرفقات تلاميذ الداخلية",,"resources\domains\EleveInternat.xml:58"
"Ppr","ر التأجير",,"resources\domains\Enseignant.xml:11"
"Prenomar Tuteur","نسب الولي",,"java\com\gestion\eleves\service\EleveInternatService.java:148"
"Prix Unite",,,"java\com\gestion\eleves\service\ArticleService.java:88"
"Prix unite",,,"resources\domains\Article.xml:11"
"Prénom En Français","الاسم بالفرنسية",,"resources\domains\Eleve.xml:42
resources\domains\Eleve.xml:50
resources\domains\Eleve.xml:58"
"Prénom Reporter","اسم المراسل",,"resources\domains\EleveInternat.xml:48"
"Prénom arab","الاسم بالعربية",,"resources\domains\Eleve.xml:15
resources\domains\EleveInternat.xml:14"
"Prénom en Arab","الاسم بالعربية",,"resources\domains\Eleve.xml:40
resources\domains\Eleve.xml:48
resources\domains\Eleve.xml:56
resources\domains\EleveInternat.xml:40"
"Prénom enFrançais","الاسم بالفرنسية",,"resources\domains\Eleve.xml:17
resources\domains\EleveInternat.xml:16"
"Prأ©nom Reporter",,,"java\com\gestion\eleves\service\EleveInternatService.java:166"
"Prأ©nom arab",,,"java\com\gestion\eleves\service\EleveInternatService.java:91"
"Prأ©nom enFranأ§ais",,,"java\com\gestion\eleves\service\EleveInternatService.java:97"
"Pére","الاب",,"resources\views\Eleve.xml:287"
"Périmé",,,"resources\views\CahierJournalier.xml:37"
"Quantité périmé",,,"resources\views\CahierJournalier.xml:44"
"Quitte","مغادر",,"java\com\gestion\eleves\service\EleveInternatService.java:312
resources\views\Eleve.xml:277
resources\views\EleveInternat.xml:162"
"RESTE EN MAGASIN",,,"resources\views\CahierJournalier.xml:55"
"Rapport journalier","التقرير اليومي",,"resources\views\Menu.xml:73
resources\views\Menu.xml:75"
"Recopier",,,"resources\views\MenuHebdomadaire.xml:33"
"Rèceptionne","وافد",,"resources\views\Eleve.xml:269"
"Réintégration","اعادة الادماج",,"resources\views\Eleve.xml:270
resources\views\EleveInternat.xml:156"
"Réorientation","اعادة توجيه",,"resources\views\Eleve.xml:271"
"Répétition","اعادة التكرار",,"resources\views\Eleve.xml:272
resources\views\EleveInternat.xml:158"
"Samedi","السبت",,"resources\views\CahierJournalier.xml:99"
"Sans","بدون",,"resources\views\Eleve.xml:275"
"Seance1",,,"resources\domains\Absence.xml:12"
"Seance10",,,"resources\domains\Absence.xml:21"
"Seance2",,,"resources\domains\Absence.xml:13"
"Seance3",,,"resources\domains\Absence.xml:14"
"Seance4",,,"resources\domains\Absence.xml:15"
"Seance5",,,"resources\domains\Absence.xml:16"
"Seance6",,,"resources\domains\Absence.xml:17"
"Seance7",,,"resources\domains\Absence.xml:18"
"Seance8",,,"resources\domains\Absence.xml:19"
"Seance9",,,"resources\domains\Absence.xml:20"
"Session","الدورة",,"resources\domains\NotesEleve.xml:12
resources\views\Gestioneleves.xml:93"
"Statistiques","احصائيات",,"resources\views\Menu.xml:7
resources\views\Menu.xml:8"
"Statistiques par classe et sexe","احصائيات حسب القسم والجنس",,"resources\views\Gestioneleves.xml:699
resources\views\Gestioneleves.xml:728"
"Statistiques par âge","احصائيات حسن السن",,"resources\views\Charts.xml:103"
"Statistiques par âge et sexe","احصائيات حسب العمر والجنس",,"resources\views\Gestioneleves.xml:700
resources\views\Gestioneleves.xml:729"
"Statistiques!","احصائيات",,"resources\views\Dashboard.xml:6"
"Suffix","الاختصار",,"resources\domains\Niveau.xml:12
resources\views\Niveau.xml:11"
"Suivi des élèves","تتبع التلاميذ",,"resources\views\Menu.xml:68"
"Suivi medicals","الكشوفات الطبي",,"resources\domains\Eleve.xml:96"
"Suivi médical","تتبع الطبي",,"resources\views\Eleve.xml:144
resources\views\EleveInternat.xml:110"
"Supprime","حدف",,"resources\views\Eleve.xml:42
resources\views\EleveInternat.xml:31"
"Suprimmer",,,"resources\views\Gestioneleves.xml:245"
"Suprimmer toutes les données","حدف البيانات",,"resources\views\Gestioneleves.xml:239"
"Sélectionner la liste","اختر اللائحة",,"resources\views\Gestioneleves.xml:286
resources\views\Gestioneleves.xml:292
resources\views\Gestioneleves.xml:300
resources\views\Gestioneleves.xml:343
resources\views\Gestioneleves.xml:349"
"Sélectionner un Annee","اختر الموسم الدراسي",,"resources\views\Gestioneleves.xml:216
resources\views\Gestioneleves.xml:242"
"Sélectionner un niveau","اختر المستوى",,"resources\views\Gestioneleves.xml:124
resources\views\Gestioneleves.xml:18
resources\views\Gestioneleves.xml:84"
"Sélectionner une classe","القسم",,"resources\views\Gestioneleves.xml:128
resources\views\Gestioneleves.xml:23
resources\views\Gestioneleves.xml:89"
"Sélectionner une contrile continue","اختر المراقبة المستمرة",,"resources\views\Gestioneleves.xml:98"
"Sélectionner une evaluation","اختر الفرض",,"resources\views\Gestioneleves.xml:306"
"Sélectionner une matiere",,,"resources\views\Gestioneleves.xml:102"
"Sélectionner une session","اختر الدورة",,"resources\views\Gestioneleves.xml:303
resources\views\Gestioneleves.xml:93"
"Sélectionnez une période",,,"resources\views\MenuHebdomadaire.xml:31"
"Table commune",,,"resources\views\PersonnesnourriesJournalier.xml:29"
"Tel Reporter","هاتف المراسل",,"java\com\gestion\eleves\service\EleveInternatService.java:172
resources\domains\EleveInternat.xml:50"
"Tel mere","هاتف الام",,"resources\domains\Eleve.xml:60"
"Telecharger","تحميل",,"resources\views\Gestioneleves.xml:288
resources\views\Gestioneleves.xml:296
resources\views\Gestioneleves.xml:308
resources\views\Gestioneleves.xml:345
resources\views\Gestioneleves.xml:353"
"Telephone Père","هاتف الاب",,"resources\domains\Eleve.xml:52"
"Telephone Tuteur","هاتف الوصي",,"resources\domains\Eleve.xml:44
resources\domains\EleveInternat.xml:42"
"Transert Bourse","تحويل منحة",,"java\com\gestion\eleves\service\EleveInternatService.java:316
resources\views\EleveInternat.xml:166"
"Tu veux dire l'أ©leve ? : <p>%s</p> Voulez-vous continuer
  // ?",,,"java\com\gestion\eleves\web\EleveInternatController.java:200"
"Tu veux dire l'أ©leve ? : <p>%s</p> Voulez-vous continuer ?",,,"java\com\gestion\eleves\web\EleveInternatController.java:249"
"Tuteur","الولي",,"resources\views\Eleve.xml:289"
"Type Article",,,"resources\views\TypeArticle.xml:14
resources\views\TypeArticle.xml:7"
"Type De Bourse","نوع المنحة",,"java\com\gestion\eleves\service\EleveInternatService.java:124
resources\domains\EleveInternat.xml:26"
"Type article",,,"resources\domains\Article.xml:13"
"Type des listes","نوع اللائحة",,"resources\views\Gestioneleves.xml:225"
"Type personnes",,,"resources\domains\PersonnesnourriesJournalier.xml:11"
"Type tuteur","نوع الوصي",,"resources\domains\Eleve.xml:37"
"Types d'articles",,,"resources\views\Menu.xml:133
resources\views\Menu.xml:135"
"Télécharger la liste des eleves","تحميل لائحة التلاميذ",,"resources\views\Gestioneleves.xml:284
resources\views\Gestioneleves.xml:340"
"Télécharger les documents des eleves","تحميل وثائق التلاميذ",,"resources\views\Gestioneleves.xml:290
resources\views\Gestioneleves.xml:347"
"Télécharger les statistiques","تحميل الاحصائيات",,"resources\views\Gestioneleves.xml:298"
"Téléphone","الهاتف",,"resources\domains\Fournisseur.xml:10"
"Une erreur s'est produite lors de l'importation du fichier Excel","خظأ اثناء الاستيراد",,"java\com\gestion\eleves\service\ArticleService.java:215
java\com\gestion\eleves\service\EleveInternatService.java:542
java\com\gestion\eleves\service\EleveService.java:367
java\com\gestion\eleves\service\EleveService.java:460"
"Unite",,,"java\com\gestion\eleves\service\ArticleService.java:84
resources\domains\Article.xml:10"
"Url photo",,,"resources\domains\Eleve.xml:23"
"Vendredi",,,"resources\views\CahierJournalier.xml:98"
"Voulez-vous vraiment archiver cet enregistrement ?","خل تريد بالفعل ارسال الى الارشيف",,"resources\views\Eleve.xml:18
resources\views\EleveInternat.xml:16"
"Voulez-vous vraiment mettre à jour les articles ?",,,"resources\views\Article.xml:33"
"Voulez-vous vraiment mettre à jour les groupes ?","هل تريد تحديث الافواج",,"resources\views\Gestioneleves.xml:134"
"Voulez-vous vraiment restaurer cet enregistrement ?",,,"resources\views\Eleve.xml:40
resources\views\EleveInternat.xml:29"
"Voulez-vous vraiment supprimer cet enregistrement ?",,,"resources\views\Eleve.xml:42
resources\views\EleveInternat.xml:31"
"Voulez-vous vraiment supprimer toutes les données de cette année scolaire ?","هل تريد حدف جميع بيان الموسم الدراسي ؟",,"resources\views\Gestioneleves.xml:245"
"Vous n'avez pas l'autorisation","ليست لديكم الصلاحية",,"java\com\gestion\eleves\web\EleveController.java:290
java\com\gestion\eleves\web\EleveController.java:306
java\com\gestion\eleves\web\EleveController.java:322
java\com\gestion\eleves\web\GestionelevesController.java:136"
"WORD",,,"resources\views\Gestioneleves.xml:671"
"affectation des classes","توزيع الاقسام",,"resources\views\Gestioneleves.xml:696"
"affectation des enseignants","توزيع الاساتذة",,"resources\views\Gestioneleves.xml:697"
"archive Internat","ارشيف الداخلية",,"resources\views\Menu.xml:89"
"avis absence","اشعار بالتغيب",,"resources\views\Eleve.xml:138"
"bourse complète","منحة كاملة",,"resources\views\EleveInternat.xml:169"
"bourse complأ¨te",,,"java\com\gestion\eleves\service\EleveInternatService.java:299"
"cD_CYCLE","رمز السلك",,"resources\domains\Niveau.xml:10
resources\views\Niveau.xml:10"
"classe","القسم",,"java\com\gestion\eleves\service\EleveInternatService.java:112"
"code Massar","رمز مسار",,"java\com\gestion\eleves\service\EleveInternatService.java:81
resources\domains\Eleve.xml:10
resources\domains\EleveInternat.xml:10"
"convocation","استدعاء",,"resources\views\Eleve.xml:140"
"date","التاريخ",,"resources\views\CahierJournalier.xml:56"
"date  Message d'intervention","تاريخ رسالة التدخل",,"resources\domains\Eleve.xml:75"
"date Deuxième Demande","تاريخ الطلب الثاني",,"resources\domains\Eleve.xml:71"
"date Première Demande","تاريخ الطلب الاول",,"resources\domains\Eleve.xml:69"
"date réception dossier","تاريخ وصول الملف",,"resources\domains\Eleve.xml:79"
"date troisième Demande","تاريخ الطلب الثالث",,"resources\domains\Eleve.xml:73"
"date_au","الى",,"resources\views\Gestioneleves.xml:294
resources\views\Gestioneleves.xml:351"
"date_du","التاريح من",,"resources\views\Gestioneleves.xml:293
resources\views\Gestioneleves.xml:350"
"demi-bourse","نصف منحة",,"java\com\gestion\eleves\service\EleveInternatService.java:300
resources\views\EleveInternat.xml:170"
"déjeuner","الغداء",,"resources\domains\MenuHebdomadaire.xml:17
resources\domains\MenuHebdomadaire.xml:21
resources\domains\MenuHebdomadaire.xml:25
resources\domains\MenuHebdomadaire.xml:29
resources\domains\MenuHebdomadaire.xml:33
resources\domains\MenuHebdomadaire.xml:37
resources\domains\MenuHebdomadaire.xml:41"
"départ","الانطلاق",,"resources\views\EleveInternat.xml:154
resources\views\Gestioneleves.xml:665"
"dîner","العشاء",,"resources\domains\MenuHebdomadaire.xml:18
resources\domains\MenuHebdomadaire.xml:22
resources\domains\MenuHebdomadaire.xml:26
resources\domains\MenuHebdomadaire.xml:30
resources\domains\MenuHebdomadaire.xml:34
resources\domains\MenuHebdomadaire.xml:38
resources\domains\MenuHebdomadaire.xml:42"
"eleve search","بحث عن تلميذ",,"resources\views\Search.xml:6"
"etablissement","المؤسسة",,"java\com\gestion\eleves\service\ArticleService.java:94
java\com\gestion\eleves\service\EleveInternatService.java:109"
"feuille d'absence hebdomadaire (paysage)","ورقة الغياب الاسبوعبة افقيا",,"resources\views\Gestioneleves.xml:685
resources\views\Gestioneleves.xml:715"
"feuille d'absence hebdomadaire (portrait)","ورقة الغياب الاسبوعبة عموديا",,"resources\views\Gestioneleves.xml:686"
"feuille d'absence hebdomadaire par groupe (paysage)","ورقة الغياب حسب الافواج عموديا",,"resources\views\Gestioneleves.xml:689"
"feuille des notes(2 evaluations)","ورقة التنقيط (2 تقويم)",,"resources\views\Gestioneleves.xml:690"
"feuille des notes(3 evaluations)","ورقة التنقيط (3تقويم)",,"resources\views\Gestioneleves.xml:691"
"feuille des notes(4 evaluations)","ورقة التنقيط (4 تقويم)",,"resources\views\Gestioneleves.xml:692"
"fonction Tuteur","مهمة الولي",,"java\com\gestion\eleves\service\EleveInternatService.java:151"
"id_eleve","رقم التلميذ",,"resources\domains\Eleve.xml:11"
"import","استيراد",,"resources\views\Gestioneleves.xml:218"
"information Reporter","معلومات المراسل",,"resources\views\EleveInternat.xml:89"
"information d'oregine","معلومات الاصل",,"resources\views\Eleve.xml:68"
"information ets reception","معلومات مؤسسة الاصل",,"resources\views\Eleve.xml:87"
"information tuteur","معلومات الولي",,"resources\views\Eleve.xml:100
resources\views\EleveInternat.xml:78"
"information ُEleve","معلومات التلميذ",,"resources\views\Eleve.xml:48
resources\views\EleveInternat.xml:40"
"justifie","مبرر",,"resources\views\AbsenceeleveInternat.xml:57"
"justifie?","التبرير",,"resources\domains\AbsenceeleveInternat.xml:10"
"les imprimés","المطبوعات",,"resources\views\Gestioneleves.xml:277
resources\views\Gestioneleves.xml:334"
"les élèves par groupe","التلاميذ حسب الافواج",,"resources\views\Gestioneleves.xml:119"
"list élèves","لائحة التلاميذ",,"resources\views\ImportExDataMassar.xml:69"
"listes des élèves Non inscrit","لائحة تلاميذ غير الملتحقين",,"resources\views\Gestioneleves.xml:682"
"listes des élèves Réceptionnés","لائحة التلاميذ الوافدين",,"resources\views\Gestioneleves.xml:680"
"listes des élèves Réintégration","لائحة تلاميذ اعادة الادماج",,"resources\views\Gestioneleves.xml:681"
"listes des élèves abandon","لائحة تلاميذ المنقطعين",,"resources\views\Gestioneleves.xml:679"
"mise a jour",,,"resources\views\Article.xml:33"
"mise a jour la liste des Articles",,,"resources\views\Article.xml:31"
"mouvement élèves","حركية التلاميذ",,"resources\views\Gestioneleves.xml:698
resources\views\Gestioneleves.xml:727"
"name","الاسم",,"resources\domains\AnneScolaire.xml:8
resources\domains\Niveau.xml:8
resources\views\Niveau.xml:8"
"name FR","Nom",,"resources\domains\Niveau.xml:9
resources\views\Niveau.xml:9"
"niveau","المستوى",,"java\com\gestion\eleves\service\EleveInternatService.java:115"
"nom utilisateur",,,"resources\views\Gestioneleves.xml:204"
"nomCompletAr","الاسم الكلمل",,"resources\domains\Enseignant.xml:9
resources\views\Enseignant.xml:10
resources\views\Enseignant.xml:19"
"nomCompletFr","Nom Complet",,"resources\domains\Enseignant.xml:10
resources\views\Enseignant.xml:11
resources\views\Enseignant.xml:20"
"non justifie","غير مبرر",,"resources\views\AbsenceeleveInternat.xml:56"
"numéro Certificat","رقم الشهادة",,"resources\domains\Eleve.xml:66
resources\domains\Eleve.xml:68"
"numéro envoyer  Message d'intervention","رقم ارسال رسال التدخل",,"resources\domains\Eleve.xml:76"
"numéro envoyer Deuxième Demande","رقم ارسال الطلب الثاني",,"resources\domains\Eleve.xml:72"
"numéro envoyer Première Demande","رقم ارسال الطلب الاول",,"resources\domains\Eleve.xml:70"
"numéro envoyer troisième Demande","رقم ارسال الطلب الثالث",,"resources\domains\Eleve.xml:74"
"personnes Nourries",,,"resources\domains\Cahierjournalier.xml:18"
"pièces jointes","المرفقات",,"resources\views\Eleve.xml:151
resources\views\EleveInternat.xml:115
resources\views\PieceJointEleve.xml:12
resources\views\PieceJointEleve.xml:7
resources\views\PieceJointEleveInternat.xml:12
resources\views\PieceJointEleveInternat.xml:7"
"période",,,"resources\domains\MenuHebdomadaire.xml:10"
"recopier Menu Du Période ?",,,"resources\views\MenuHebdomadaire.xml:26
resources\views\MenuHebdomadaire.xml:28"
"restaurer",,,"resources\views\Eleve.xml:40
resources\views\EleveInternat.xml:29"
"réorientation","اعادة التوجيه",,"resources\views\EleveInternat.xml:157"
"sans","بدون",,"resources\views\Eleve.xml:267
resources\views\EleveInternat.xml:153"
"selectionner une Fichier","اختر الملف",,"resources\views\Article.xml:42
resources\views\Gestioneleves.xml:223
resources\views\Gestioneleves.xml:234
resources\views\Gestioneleves.xml:258
resources\views\Gestioneleves.xml:272"
"situation Actuelle","الوضعية الحالية",,"resources\views\Charts.xml:32
resources\views\Charts.xml:79"
"situation de depart","وضعية الانطلاق",,"resources\views\Charts.xml:57
resources\views\Charts.xml:6"
"situation initiale","وضعية الاولية",,"java\com\gestion\eleves\service\EleveInternatService.java:136
resources\domains\Eleve.xml:28
resources\domains\EleveInternat.xml:33"
"suivi quotidien","التتبع اليومي",,"resources\views\EleveInternat.xml:100"
"tel Tuteur","هاتف الولي",,"java\com\gestion\eleves\service\EleveInternatService.java:154"
"tuteur","الولي",,"resources\views\Eleve.xml:104"
"typeArticle",,,"java\com\gestion\eleves\service\ArticleService.java:91"
"étude du matin","الدراسة الصباحية",,"resources\domains\AbsenceeleveInternat.xml:11"
"étude du midi","الدراسة الزوالية",,"resources\domains\AbsenceeleveInternat.xml:14"
"étude du nuit","الدراسة الليلة",,"resources\domains\AbsenceeleveInternat.xml:16"
"اسم المؤسسة",,,"resources\views\Gestioneleves.xml:207"
"اسم المستخدم",,,"resources\views\Gestioneleves.xml:203"
"الطريقة المستخدمة للتواصل مع مسار هي وكيل اعتراض البيانات ، وهي طريقة آمنة ولا يمكن حفظ معلوماتك",,,"resources\views\Gestioneleves.xml:186"
"ظˆط­ط¨ط© ط؛ط¯ط§ط،",,,"java\com\gestion\eleves\service\EleveInternatService.java:301"
"ظ…ط¹ظ„ظ… ط¯ط§ط®ظ„ظٹط©",,,"java\com\gestion\eleves\service\EleveInternatService.java:302"
"معلم داخلية","معلم الداخلية",,"resources\views\EleveInternat.xml:172"
"وحبة غداء","وجبة غداء",,"resources\views\EleveInternat.xml:171"
